created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 27 00:40:10 +0000 2023;1717702696256377125;"@Resty_J_Cayah @prabowo @jokowi humvee tentara AS juga dr humve";0;0;0;0;sl;125885492;1717255734252261791;alpharossiandy;https://twitter.com/alpharossiandy/status/1717702696256377125
Fri Oct 27 00:40:00 +0000 2023;1717702653667573830;"@Metro_TV @prabowo @gibran_tweet @officialMKRI Mari kita nantikan.. Apakah penonton yg ga tega masnya gelagapan njawab pertanyaan Mbak Nana, Ataukah mBak @MataNajwa yg gak tega kasih pertanyaan kritis??  Saya menduga kemungkinan medua yg terjadi";0;0;0;0;in;1604285499493212162;1717437785492308280;PrakarsaWin;https://twitter.com/PrakarsaWin/status/1717702653667573830
Fri Oct 27 00:39:57 +0000 2023;1717702642162446736;"@wibisonoaji2 @kikysaputrii Ganjar juga gak akan lama di politik..wong suara jokowi aja dibagi 2 ama prabowo";0;0;0;0;in;1307944705594802177;1717520190873993279;Dutajomblo3;https://twitter.com/Dutajomblo3/status/1717702642162446736
Fri Oct 27 00:39:45 +0000 2023;1717702591331606689;"@rudysirwi @muchlis_ar memperkuat kemungkinan Prabowo Kalah? apa dalilnya coba, tulung sebudkan dengan rinci tapi singkat...";0;0;0;0;in;1501720500560482309;1717317662236381381;LimDelaopan;https://twitter.com/LimDelaopan/status/1717702591331606689
Fri Oct 27 00:39:43 +0000 2023;1717702580435046618;"@alpha198649 @line_artt @bintangGUSTIA @gm_gm Tergantung rakyat pemilih. Dari hasil survei sblm ada Putusan MK. Posisi Prabowo sudah imbang imbang dengan Ganjar… Menurut Litbang Kompas ada 16% pemilih TEGAK LURUS jokowi. Kalau Prabowo - Gibran menang yooo gak mengherankan.";0;0;0;0;in;131199010;1716500675184722292;hadifianwidjaja;https://twitter.com/hadifianwidjaja/status/1717702580435046618
Fri Oct 27 00:39:19 +0000 2023;1717702480245469261;"@ajengcute16__ demokrat tegak lurus dengan prabowo  prabowo tegak lurus dengan jokowi  jokowi tegak lurus dengan..............";0;0;0;0;in;1174205297973485569;1717670906586406983;tonggeret10;https://twitter.com/tonggeret10/status/1717702480245469261
Fri Oct 27 00:39:10 +0000 2023;1717702442874241316;"Siapa penggantinya, di koalisi kim, kalo @prabowo gagal jd bacapres krn gak lolos tes kesehatan dan @gibran_tweet gagal jd bacawapres krn keputusan @officialMKRI ttg batas umur minimal, tdk sah.. @airlangga_hrt @ZUL_Hasan @AgusYudhoyono @Yusrilihza_Mhd @jokowi ..";0;0;0;0;in;708536503266254848;1717702442874241316;datuknanmudo;https://twitter.com/datuknanmudo/status/1717702442874241316
Fri Oct 27 00:39:04 +0000 2023;1717702417901404197;"@lhayesno Mana berani, ya kalau pak ganjar menang kalau kalah? Jika dipecat dan pak Prabowo menang PDIP tidak bisa masuk ke kabinet dong.";0;0;0;0;in;859991529292652544;1717557522259992601;Pejabudi;https://twitter.com/Pejabudi/status/1717702417901404197
Fri Oct 27 00:38:53 +0000 2023;1717702372326268976;"@Gojokaisen86 @jansen_jsp Diluar keputusan dari MK saya juga sangat mendukung penuh pak prabowo bisa berdampingan dengan mas gibran, karena dua duanya sosok calon pemimpin yang luar biasa";0;0;0;0;in;780718575271055360;1717469724651774445;hddfsysgdcoghu;https://twitter.com/hddfsysgdcoghu/status/1717702372326268976
Fri Oct 27 00:38:51 +0000 2023;1717702361898950999;"Pak prabowo kalah";0;0;0;0;in;1174974514267996161;1717702361898950999;indriiriana;https://twitter.com/indriiriana/status/1717702361898950999
Fri Oct 27 00:38:45 +0000 2023;1717702337416884619;"Ini hanya meneruskan saja..meneruskan berbagi berita ttg "Survey SMRC terbaru bahwa Prabowo~Gibran 36% ungguli 2 paslon lain.." Masa baca beginian aja bisa baper??😂😂 Perlu psikiater?? https://t.co/KvHdeIgd8E";0;0;0;0;in;1625830843251056641;1717702337416884619;njsusilo;https://twitter.com/njsusilo/status/1717702337416884619
Fri Oct 27 00:38:30 +0000 2023;1717702277174026661;"Kalimat nya sdh di update.... "Prabowo Presiden 2024 Adalah Harga Lama" https://t.co/f44sy8xAZr";0;0;0;0;in;778113779955560448;1717702277174026661;PasundanJunior;https://twitter.com/PasundanJunior/status/1717702277174026661
Fri Oct 27 00:38:28 +0000 2023;1717702267724607835;"@kangdede78 Krn situasi ini menguntungkan pihak prabowo-gibran, sontak otake pd ga bisa mikir bhw melanggar konstitusi itu hal biasa. Mau dibawa kemana bgs ini ???";0;0;0;0;in;716338897;1717499902320939138;CEvalia;https://twitter.com/CEvalia/status/1717702267724607835
Fri Oct 27 00:38:20 +0000 2023;1717702233935196200;"@Ronnie_Rusli @Resty_J_Cayah @prabowo @jokowi Bisalah prof carry 100 bisa jadi bus( odong2) disini...";0;0;0;0;in;1603579854808416256;1717255734252261791;missamiyaa;https://twitter.com/missamiyaa/status/1717702233935196200
Fri Oct 27 00:38:19 +0000 2023;1717702230550491377;"Ini prediksi Bossman Mardigu Tetap saja Pak Prabowo Pemenangnya dan next Presiden https://t.co/cOkEgEc1cH";0;0;0;2;in;376007525;1717702230550491377;soeyoto1;https://twitter.com/soeyoto1/status/1717702230550491377
Fri Oct 27 00:38:11 +0000 2023;1717702194655596831;"@tinaintandwi_ @mapplecrush @prabowo Semua partai besar sudah mendukung prabowo gibran";0;0;0;0;in;733725326719602688;1717436600819589492;aurlimatos;https://twitter.com/aurlimatos/status/1717702194655596831
Fri Oct 27 00:38:10 +0000 2023;1717702191333736593;"@kurawa @kaesangp @prabowo @jokowi @gibran_tweet @grace_nat @Fahrihamzah @fadlizon Hallo Mas @budimandjatmiko 😋 https://t.co/uSiMAr9MRZ";0;0;0;0;in;1030954200417558528;1717336371902460290;sangamei;https://twitter.com/sangamei/status/1717702191333736593
Fri Oct 27 00:37:22 +0000 2023;1717701990959239526;"@mapplecrush @prabowo Setuju, saya yakin prabowo gibran adalah simbol bahwa negara kita bisa bnyk perubahan ketika nnti di pimpin mereka";0;0;0;0;in;733725326719602688;1717436600819589492;aurlimatos;https://twitter.com/aurlimatos/status/1717701990959239526
Fri Oct 27 00:37:12 +0000 2023;1717701949251023195;"@BosPurwa @ArsjadRasjid @mohmahfudmd @prabowo kedudukanya mungkin beda,,, fungsinya mungkin juga beda,,, tinggal cara 0andang masing2 8nfuv8dunya aja,,,,";0;0;0;0;in;1396311669500899329;1717445378495390158;YudhiHandoko15;https://twitter.com/YudhiHandoko15/status/1717701949251023195
Fri Oct 27 00:37:09 +0000 2023;1717701935753515070;"@KatolikG Saya pilih Prabowo karena dia keturnan Cina dan keluarganya banyak Kristen. Hati saya jadi tenang 🙏";0;0;0;0;in;64629845;1717697665423626745;SWiria;https://twitter.com/SWiria/status/1717701935753515070
Fri Oct 27 00:36:58 +0000 2023;1717701890044256394;"@Gojokaisen86 @BANGSAygSUJUD @alextham878 @Lembayung071 @Ndaxwz @Minietweets_ @mpoklela7 @bengkeldodo @P4P4B0W0_2024 @Chaves1305 @Kimberley_2024 @Gi_N0ng Setuju, saya sangat percaya kalau orang yang benar-benar punya minat dan keinginan akan adanya perubahan pasti akan memilih pak prabowo dan mas gibran";0;0;0;1;in;780718575271055360;1717391369961124120;hddfsysgdcoghu;https://twitter.com/hddfsysgdcoghu/status/1717701890044256394
Fri Oct 27 00:36:54 +0000 2023;1717701874433101921;"He yg sby nyanyi buat prabowo itu lucu bgtt anjer😭";0;0;0;0;in;1235930247469531136;1717701874433101921;scltybooba;https://twitter.com/scltybooba/status/1717701874433101921
Fri Oct 27 00:36:52 +0000 2023;1717701863334879482;"@xquitavee @jokowi Jadi gini, melihat peta hasil2 survey akhir2 ini, Sepertinya Lembaga Survey memiliki Jagoan Neonnya masing2, sehingga diperkirakan seperti ini:  LSI = Prabowo Indikator = Prabowo Indobarometer = Ganjar SMRC = Ganjar Charta Politika = Ganjar Poltracking = Prabowo  Iya ga sih?";0;0;0;0;in;184651527;1717364112802632059;bp3kri;https://twitter.com/bp3kri/status/1717701863334879482
Fri Oct 27 00:36:13 +0000 2023;1717701700402966779;"@Nicho_Silalahi Tolong pak @jokowi dan @prabowo dibaca baik-baik dan sama-sama kita fahami makna dari apa yg dituliskan Lae @Nicho_Silalahi ini, jgn sampe kita menghianati para Raja² yg dulu dgn niat baik dan tulus rela mengorbankan sgala kebesaran yg melekat pd diri mereka demi Republik ini🙏";0;0;0;0;in;1603681652139384833;1717620263171551594;AmaluddinSSili1;https://twitter.com/AmaluddinSSili1/status/1717701700402966779
Fri Oct 27 00:35:54 +0000 2023;1717701621344280831;"@P4P4B0W0_2024 @jokowi @kemkominfo @CCICPolri @prabowo @aniesbaswedan @ganjarpranowo @99propaganda @AgusYudhoyono @alextham878 @andre_rosiade @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @Ndons_Back @bengkeldodo @Lembayung071 ngeditnya pake laptop intel i3 gen 8 lagi .. ram 4gb😄😄";0;0;0;0;in;955520232;1717421345146040749;rudysamosir_;https://twitter.com/rudysamosir_/status/1717701621344280831
Fri Oct 27 00:35:48 +0000 2023;1717701596769878310;"@P4P4B0W0_2024 @jokowi @kemkominfo @CCICPolri @prabowo @aniesbaswedan @ganjarpranowo @99propaganda @AgusYudhoyono @alextham878 @andre_rosiade @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @Ndons_Back @bengkeldodo @Lembayung071 Siapa pembuat video tsb?  Kalau yg nge-share dari pendukung Anies, Ganjar n Prabowo.  Saya aja dapat kiriman dari pendukung Jokowi yang mungkin sekarang jadi pendukung Ganjar.  Kalau gk ketangkap berarti pembuat dan pengaplod pertama adalah yg dekat kekuasaan.";0;0;0;0;in;1603539029831471105;1717421345146040749;IrwanIs36647816;https://twitter.com/IrwanIs36647816/status/1717701596769878310
Fri Oct 27 00:35:40 +0000 2023;1717701561001066943;"@toe_giman Tentu beda lah,Budiman Khan hanya mendukung,Tdk membawa keuntungan buat partai, beda dgn Gibran.Gibran wapres, Prabowo Sdh tuha dan sudah nggak kuat,Gibran Yg mengambil alih tugas presiden,karena tetap petugas partai maka masih bisa dikendalikan,begitu kira-kira analisisnya.";0;0;0;0;in;1604731200815235073;1717539121949008042;Hamba60455437;https://twitter.com/Hamba60455437/status/1717701561001066943
Fri Oct 27 00:35:35 +0000 2023;1717701542755856861;"@dodojogja2 @tvOneNews Prof Yusril aja yg ada di kubu PS sdh bilang keputusan MK itu cacat hukum. Dia Guru Besar Hukum Tata Negara UI loh. SBY sendiri juga bilang ada pelanggaran etika dari sidang MK yg lalu. 2 org ini skrg pendukung Prabowo yg bisa saja berbalik arah di menit2 akhir injury time.";0;0;0;0;in;1540731063370399744;1717681164746625140;isoskdkfofkalak;https://twitter.com/isoskdkfofkalak/status/1717701542755856861
Fri Oct 27 00:35:32 +0000 2023;1717701527350194583;"Tentu beda lah,Budiman Khan hanya mendukung,Tdk membawa keuntungan buat partai, beda dgn Gibran.Gibran wapres, Prabowo Sdh tuha dan sudah nggak kuat,Gibran Yg mengambil alih tugas presiden,karena tetap petugas partai maka masih bisa dikendalikan,begitu kira-kira analisisnya.";0;0;0;0;in;1604731200815235073;1717701527350194583;Hamba60455437;https://twitter.com/Hamba60455437/status/1717701527350194583
Fri Oct 27 00:35:26 +0000 2023;1717701501689413726;"Bendahara Umum PDI Perjuangan Olly Dondokambey menyatakan, partainya tidak menjatuhi sanksi kepada Presiden Joko Widodo setelah merestui putra sulungnya, Gibran Rakabuming Raka maju sebagai calon wakil presiden mendampingi Prabowo Subianto. ~J #GibranCawapres #Jokowi#Gibran https://t.co/kQApFsEQRY";1;1;0;3;in;23343960;1717701501689413726;kompascom;https://twitter.com/kompascom/status/1717701501689413726
Fri Oct 27 00:35:24 +0000 2023;1717701494903132209;"Di Pemilu 2014 dan Pemilu 2019 saya melawan Pak Prabowo karena mendukung Pak Jokowi. Setahu saya kebanyakan pendukung Pak Jokowi juga begitu.  Jangan dibalik seolah-olah dulu mendukung Pak Jokowi karena tidak suka dengan Pak Prabowo. 😁";0;1;1;1;in;168082298;1717701494903132209;sigitwid;https://twitter.com/sigitwid/status/1717701494903132209
Fri Oct 27 00:35:21 +0000 2023;1717701480785072286;"@Bambangmulyonoo Putusan MK yg diributkan itu sekedar memenuhi ambisi Prabowo utk maju &amp  menang bersama Gibran. Dia trauma akan kalah lg jk tanpa berpasangan dgn Gibran. Putusan MK tsb m'temukan ambisi Prabowo &amp  Kel. Jokowi agar anaknya lolos menjadi Cawapres. Rakyat yg bodoh sekalipun tahu itu.";0;0;0;0;in;1460497422413549571;1717697969707761948;MikaelMarut1;https://twitter.com/MikaelMarut1/status/1717701480785072286
Fri Oct 27 00:35:05 +0000 2023;1717701415454597490;"@reniandikaaa @cuitcuap_ Setuju bnget, prabowo dan mas gibran adalah kolaborasi yang ingin selalu saya dukung KerennyaBareng MasgibranAja Eranya Anak Muda Memimpin";0;0;0;0;in;733725326719602688;1717368073089692029;aurlimatos;https://twitter.com/aurlimatos/status/1717701415454597490
Fri Oct 27 00:34:58 +0000 2023;1717701388074172626;"Aa Raffi mau dukung prabowo nih? Wowww. #Allinprabowo https://t.co/6OQKLYMVL9";0;0;0;0;in;780718575271055360;1717701388074172626;hddfsysgdcoghu;https://twitter.com/hddfsysgdcoghu/status/1717701388074172626
Fri Oct 27 00:34:48 +0000 2023;1717701343698104656;"@KompasTV wah dani bingung dong pilih siapa? dulu benci jokowi sekarang anak jokowi sama prabowo. maka nya jangan keblinger dan";0;0;0;0;in;1695252042682617856;1717383443183779967;J68410Jandi;https://twitter.com/J68410Jandi/status/1717701343698104656
Fri Oct 27 00:34:10 +0000 2023;1717701185891881084;"@sandalista1789 Ucapan yg melecehkan Prabowo dan partai2 pendukung. Saya rasa anak kecil ini gak ngerti apa yg diucapkan dan impact thdp masyarakat yg mendengar. Itu adlh kalimat tdk bermoral dan kepedean sekali.";0;0;0;0;in;553451866;1717411115037303128;ZainAris;https://twitter.com/ZainAris/status/1717701185891881084
Fri Oct 27 00:34:10 +0000 2023;1717701183895372177;"@AK__aja Gibran adalah petugas dr PDIP yg ditugaskan menjadi cawapres Pak Prabowo";0;2;0;0;in;2319999883;1717690142323023974;NaufalKawakib;https://twitter.com/NaufalKawakib/status/1717701183895372177
Fri Oct 27 00:34:09 +0000 2023;1717701180187623626;"Pasangan capres-cawapres Prabowo Subianto dan Gibran Rakabuming Raka telah menyusun visi misi dan program kerja untuk bertarung di pemilu 2024 nanti. #bisnisupdate #bisnis #update #text https://t.co/zh4FNh2hP7";0;0;0;1;in;759692754985242625;1717701180187623626;kumparan;https://twitter.com/kumparan/status/1717701180187623626
Fri Oct 27 00:34:05 +0000 2023;1717701164761067907;"@soeyoto1 Langsung Lantik Prabowo aja daripada habiskan anggaran negara, ujung-ujungnya ngutang lagi.! Sdh terbaca &amp  ketebak arahnya Oiya, kalau perlu sekalian di buatkan aturan baru untuk sistem pemerintahan di negeri ini yaitu sistem kekaisaran.";0;0;0;0;in;1660718445221261312;1717502922827960331;Andi44452;https://twitter.com/Andi44452/status/1717701164761067907
Fri Oct 27 00:34:01 +0000 2023;1717701148029948280;"@BosPurwa @aniesmania @ArsjadRasjid @mohmahfudmd @prabowo Saking lucunya jadi ga lucu lagi alias muak lihatnya.....";0;0;0;0;in;1605020238160203776;1717445378495390158;afl_Vlog;https://twitter.com/afl_Vlog/status/1717701148029948280
Fri Oct 27 00:33:58 +0000 2023;1717701133748392397;"@buih_donal @tvOneNews Ga usah pilih gibran dan prabowo nya, yg waras ngerti kan. Udah cacat hukum dari awal";0;0;0;0;in;1122109595470577664;1717681164746625140;Rahmaayulitaa;https://twitter.com/Rahmaayulitaa/status/1717701133748392397
Fri Oct 27 00:33:39 +0000 2023;1717701056979943648;"@Tan_Mar3M @mohmahfudmd @prabowo #AMINkanIndonesia";0;0;0;0;qme;2611665710;1717686498160705752;pettasewa1;https://twitter.com/pettasewa1/status/1717701056979943648
Fri Oct 27 00:33:36 +0000 2023;1717701043264598481;"@Kanjeng2022 Kok Saya tdk Percaya 100%,Kalau Pak Joko Widodo sanggup Melakukan Seperti itu🤔🤔 Kasihan Pak Joko Widodo tdk mempunyai Daya apa" di OMBANG OMBINGKAN oleh SEMUA KETUM PARTAI,,dengan Memaksakan Gibran jadi Cabawapresnya KOALISI KIM agar Prabowo memenuhi Persyaratan Jadi President.";0;0;0;1;in;1639100270885093376;1717537640239792467;EdwardSimb38933;https://twitter.com/EdwardSimb38933/status/1717701043264598481
Fri Oct 27 00:33:28 +0000 2023;1717701007747256403;"DEMII! KALO IYA NANTI PAK PRABOWO ADAIN PROKER BPJS BUAT HEWAN GAK PAKE MIKIR ALL IN PAK PRABOWO📌📌📌 https://t.co/k0KOL2ynwI";0;1;0;0;in;4475001673;1717701007747256403;wmly____;https://twitter.com/wmly____/status/1717701007747256403
Fri Oct 27 00:33:20 +0000 2023;1717700975803392292;"Abang Prabowo dan Pak Gibran 😃 https://t.co/DU7CPe80U0";0;5;0;13;in;1270980383761330176;1717700975803392292;Tan_Mar3M;https://twitter.com/Tan_Mar3M/status/1717700975803392292
Fri Oct 27 00:33:01 +0000 2023;1717700895407063315;"Ketua MK harus diturunkan krn beresiko utk memihak lg di sengketa pilpres 2023, krn peserta nya msh ada prabowo yg tdk ngaku kalah apalagi ditambah ada keponakan. Ini momen nya jgn sampe kita kecolongan lg.  @Dennysiregar7 @StefanAntonio__ @yusuf_dumdum";0;0;0;0;in;70960624;1717700895407063315;IshakSitorus;https://twitter.com/IshakSitorus/status/1717700895407063315
Fri Oct 27 00:32:58 +0000 2023;1717700880986976379;"@warto1 @adityariannn @cuitcuap_ Prabowo-gibran adalah kolaborasi yang mantap";0;0;0;0;in;733725326719602688;1717368073089692029;aurlimatos;https://twitter.com/aurlimatos/status/1717700880986976379
Fri Oct 27 00:32:45 +0000 2023;1717700827358622123;"@PreciosaKanti @psi_id @RajaJuliAntoni Lebih lengkapnya... Mbelgedhes silit pitik 😂😂😂✌🏻";0;0;0;0;in;1476124927;1717699237536841893;masgung1973;https://twitter.com/masgung1973/status/1717700827358622123
Fri Oct 27 00:32:33 +0000 2023;1717700776859189543;"@kozirama Gini, ada yang sudah menjabat, udah lu apain? Pun kalo nanti yang naek prabowo atau ganjar, udah diapain tuh jokowi? Ini yang gw bilang ga runut  Jokowi 10 taun kaya gini aja gak lu apa apain, nurut lu nanti yg naek siapapun bakal diapain? Atau khusus anies aja?";0;0;0;0;in;1448080308;1717363432469709031;strike_bravo_b;https://twitter.com/strike_bravo_b/status/1717700776859189543
Fri Oct 27 00:32:29 +0000 2023;1717700760258175360;"@21_risyanto @kurawa Pak @prabowo si @fadlizon kok kurang ajar sama pak @jokowi ?";0;0;0;0;in;1708760692772474880;1717500220018491451;satria11092301;https://twitter.com/satria11092301/status/1717700760258175360
Fri Oct 27 00:32:12 +0000 2023;1717700691610001800;"BJIR KNP ISI TL GUE JDI POLITIK SMUA WOI TAI LEDIG GAMAOO IKUT CAMPUR TENTANG PILPRES btw all in prabowo, gibran 💏";0;0;0;0;in;1557712872251490305;1717700691610001800;iyenglw;https://twitter.com/iyenglw/status/1717700691610001800
Fri Oct 27 00:32:04 +0000 2023;1717700656268710160;"Sri Mulyani Sebut Program Unggulan Prabowo-Gibran Sudah Ada di Era Jokowi https://t.co/b6LNN7ax3c";0;0;0;0;in;1572432527843037184;1717700656268710160;KaryadiFreddy;https://twitter.com/KaryadiFreddy/status/1717700656268710160
Fri Oct 27 00:32:03 +0000 2023;1717700650715500639;"Itu Cawapresnya Prabowo?";1;10;1;7;in;2794327166;1717700650715500639;MafiaWasit;https://twitter.com/MafiaWasit/status/1717700650715500639
Fri Oct 27 00:32:01 +0000 2023;1717700645606875452;"@fadlizon lah kalau mmg butuh tokoh muda kenapa pak Prabowo yg sdh 72 th tetap di usung jadi capres om....? suruh istirahat ajah di rumah daerah sentul sana.!";0;0;0;0;in;2450624149;1717212758360698894;adekoswara93;https://twitter.com/adekoswara93/status/1717700645606875452
