created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 20 06:28:50 +0000 2023;1715253725886103797;"@OmarBaddar @palestine https://t.co/BJAnbiDylc";0;0;0;0;qme;470852271;1715178400359342237;ashimyaza;https://twitter.com/ashimyaza/status/1715253725886103797
Fri Oct 20 06:28:50 +0000 2023;1715253725785166069;"@Aseeraf1 @IcyShimbiris @MuhammadSmiry It's 75 Years no protest or talking has helped Palestine.  U just think it will help but it won't cause government don't work on people protest it works on thier money greed.  Etc";0;0;0;0;en;1224406394813566980;1715071778236621222;Mermaidtale_;https://twitter.com/Mermaidtale_/status/1715253725785166069
Fri Oct 20 06:28:50 +0000 2023;1715253724019605592;"@JoeBiden We must, without equivocation, denounce israelis illegal settlers in Palestine.  We must also, without equivocation, denounce Western ideology supporting terrorists like israel laknatullah.  To all of you hurting, I want you to know: I see you. You belong.";0;0;0;0;en;1512369121;1715159950643675346;ryxnmxlvk___;https://twitter.com/ryxnmxlvk___/status/1715253724019605592
Fri Oct 20 06:28:49 +0000 2023;1715253719011360781;"@daddyhope The Zimbabweans issues disappear when one considers Palestine and Israel issues. I would rather my government dedicate itself to Gaza issue and would even call for delivery of food substance for the region. There is peace in Zim";0;0;0;0;en;1566884059053232133;1715220465503854804;Kwena06019336;https://twitter.com/Kwena06019336/status/1715253719011360781
Fri Oct 20 06:28:49 +0000 2023;1715253718579327403;"@MuhammadSmiry Free Palestine from Hamas";0;0;0;0;en;498069077;1715229177568202866;matanro12;https://twitter.com/matanro12/status/1715253718579327403
Fri Oct 20 06:28:48 +0000 2023;1715253717715259863;"@MediaHarshVT @pradip103 waakais unhi 20 crore rakshas prajaaityon k dukho k karan ye rank itne niche hai.unko bhej dena chahiye palestine, wahan ka rank sahi kar dega niche lakar.";0;0;0;0;hi;139160320;1715241234393190619;viplav15;https://twitter.com/viplav15/status/1715253717715259863
Fri Oct 20 06:28:48 +0000 2023;1715253715358421473;"@Thanos3421 Palestine ye kya hota? Pakistan ke bare me bolna he to btao 😂";0;0;0;0;et;1444900728552640514;1715250261600473521;Shabanakazi11;https://twitter.com/Shabanakazi11/status/1715253715358421473
Fri Oct 20 06:28:47 +0000 2023;1715253714036953155;"#hamasattack https://t.co/zu9svQJUd3";0;0;0;0;qme;1687747511824650240;1715253714036953155;Palestine7868;https://twitter.com/Palestine7868/status/1715253714036953155
Fri Oct 20 06:28:46 +0000 2023;1715253706374127821;"@AllahGreatQuran Come on @RubikaLiyaquat let's support Israel , let them kill children ask your family do they support these killings";0;0;0;0;en;3176785788;1714953008990319078;desi_avenger;https://twitter.com/desi_avenger/status/1715253706374127821
Fri Oct 20 06:28:45 +0000 2023;1715253702758719890;"@ariel_koko @mohafahmy I will tag your name to show you some examples of Americans upset about what is happening in Palestine.";0;0;0;0;en;418186367;1714788969664389607;LindaWesson;https://twitter.com/LindaWesson/status/1715253702758719890
Fri Oct 20 06:28:44 +0000 2023;1715253700707467464;"@SheikhNabeel786 @UN @UNHumanRights @Palestine_UN @SahilAdeem @IMS_Production @_Hareem_Shah @AzmatKhanTDP @BBCWorld @BOLNETWORK Hamas out here bombing their own hospitals and lying about it";0;0;0;1;en;1615126686151966721;1715241486621806862;MalikAn999;https://twitter.com/MalikAn999/status/1715253700707467464
Fri Oct 20 06:28:44 +0000 2023;1715253699491295524;"Judging by the toots of support for Palestine at the “Northern Suburbs Speak Out for Palestine”, people are standing with the Palestinian people. https://t.co/RO0e55qiWM";0;0;0;0;en;93191667;1715253699491295524;GreenLeftOnline;https://twitter.com/GreenLeftOnline/status/1715253699491295524
Fri Oct 20 06:28:44 +0000 2023;1715253698652250203;"Appliquer le terme pogrom ( antisémitisme européen ) à la situation en Palestine est d’une indécence absolue, surtout quand tu te renseignes un peu et que tu vois que de nombreux arabes israéliens sont morts dans l’attaque du 7";0;0;0;0;fr;3785842516;1715252466634084620;Gustavo1899S;https://twitter.com/Gustavo1899S/status/1715253698652250203
Fri Oct 20 06:28:43 +0000 2023;1715253696244674725;"@elonmusk Free Palestine";0;0;0;0;et;1029669282119147520;1715251398718210396;teslaelonthink;https://twitter.com/teslaelonthink/status/1715253696244674725
Fri Oct 20 06:28:43 +0000 2023;1715253695539994635;"@Lucas_Gage_ They betrayed Germany in WWI and went to the British War Cabinet and convinced the United States to get into Europe in exchange for Palestine.  Look into the Balfour Declaration";0;0;0;0;en;1572853761898422274;1715243642544099785;balaclavacel;https://twitter.com/balaclavacel/status/1715253695539994635
Fri Oct 20 06:28:39 +0000 2023;1715253680000380937;"Don’t listen to TV news, Western media distorts the news in favor of the Zionist entity See the truth, see why we support Palestine🇵🇸🇵🇸  Instagram @eye.on.palestine @ahmedhijazee @motaz_azaiza @belalkh  @mohammed_fayq   #PalestineGenocide #Gaza #IsraelAttack  #PalestinianGenocide";0;0;0;0;en;990398678;1715253680000380937;AbdullahAlRasb1;https://twitter.com/AbdullahAlRasb1/status/1715253680000380937
Fri Oct 20 06:28:38 +0000 2023;1715253676430770522;"@tripchawi @Lucas_Gage_ https://t.co/LZHDaQzMZC  Armenians in Israel and Palestine  "In 2021, an estimate of approximately 5,000–6,000 Armenians lived across Israel and Palestine."";0;0;0;0;en;1701843127944777728;1715243642544099785;andwalher;https://twitter.com/andwalher/status/1715253676430770522
Fri Oct 20 06:28:38 +0000 2023;1715253674128314579;"@RanaAyyub @krishgm World happiness ranking -Palestine : 99 -India : 126";0;0;0;0;en;1685661259541229568;1715081043085275494;RaoLalSingh803;https://twitter.com/RaoLalSingh803/status/1715253674128314579
Fri Oct 20 06:28:38 +0000 2023;1715253674082185711;"y'all it's not like Momina holds any influence. her audience is pakistani and already pro Palestine so her taking sides won't do shit to the narrative";0;0;0;1;en;1296032916007419907;1715253674082185711;notzunaira;https://twitter.com/notzunaira/status/1715253674082185711
Fri Oct 20 06:28:37 +0000 2023;1715253670705573929;"My name is Palestine by #Garth_Hewitt  My name is #Gaza  #Gazagenocide https://t.co/VCuDZoMHdY";0;0;0;0;en;963678559570202624;1715253670705573929;AminAlhaj4;https://twitter.com/AminAlhaj4/status/1715253670705573929
Fri Oct 20 06:28:36 +0000 2023;1715253667740196911;"@m5lof1 @AlagbeBlessing_ @BBCWorld @Byoussef Is there a country of Palestine that I didn’t know about?";0;0;0;0;en;1587080733130211330;1715230456155705407;shir_keren;https://twitter.com/shir_keren/status/1715253667740196911
Fri Oct 20 06:28:36 +0000 2023;1715253667207545303;"JUNGKOOK WHATTATWURIDHW";0;0;0;0;de;1345030771292200962;1715253667207545303;NamKooJ;https://twitter.com/NamKooJ/status/1715253667207545303
Fri Oct 20 06:28:36 +0000 2023;1715253666607767957;"@AntiiPropaganda @MburukiSilas If ur history tells u that and u think in 2023 u can murder people cos of ur history and walk?? Then stop shouting free Palestine, stop asking for the world to intervene, don't start a war my candid advice.";0;0;0;0;en;1074022491922812928;1714893070599061635;OfficialDennisD;https://twitter.com/OfficialDennisD/status/1715253666607767957
Fri Oct 20 06:28:36 +0000 2023;1715253666339332261;"@Quranconnect_ #Faites connaître les faits au monde entier. La réalité de l’État d’Israël en Palestine est un peuple anéanti au vu et au su de tous. Il ne s’agit pas d’une guerre contre le Hamas. Il s’agit d’un processus de nettoyage ethnique et de génocide. #PalestineGenocide  #IsraelTerorri";0;0;0;0;fr;1436298950139686918;1715250145111982434;mohamed00187965;https://twitter.com/mohamed00187965/status/1715253666339332261
Fri Oct 20 06:28:36 +0000 2023;1715253665936634084;"@IrfanPathan If I was you, I would be more worried for minorities in your country rather than what is happening outside it. Just look at you, you are so scared to mention your support for Palestine openly due to fear of backlash. What kind of freedom is this? 🤲🤲";0;0;0;0;en;1665810446878646274;1715243415003341122;why_bun;https://twitter.com/why_bun/status/1715253665936634084
Fri Oct 20 06:28:35 +0000 2023;1715253663109718328;"@netanyahu May peace come to Palestine... 🙏🏾🙏🏾🙏🏾";0;0;0;0;en;380231351;1715043838824206781;mswati_ku_twitt;https://twitter.com/mswati_ku_twitt/status/1715253663109718328
Fri Oct 20 06:28:35 +0000 2023;1715253660307906995;"@targaryenoffff @Lunette06646763 @retour_Palerie @Mediavenir @LucAuffret Des pays qui apportent déjà leur soutien à la Palestine, ce n’est pas le cas de l’état français pourquoi amener un drapeau de notre pays ?";0;0;0;0;fr;1673659239426846720;1715059774369255468;yorel_777;https://twitter.com/yorel_777/status/1715253660307906995
Fri Oct 20 06:28:33 +0000 2023;1715253654398067119;"An extreme Hamas hater 🤣 "Bassem Youssef" in a debate with Piers Morgan on the Isreal-Palastine conflict A masterpiece, must watch  (real time is 33 min =&gt  https://t.co/wuqUvdjvht)  #AlAqsaFlood #isrealterrorist #Israel #Palestine #FreePalastine #GazaUnderAttack #genocide";0;0;0;0;en;1290948254176350209;1715253654398067119;Nab63723570;https://twitter.com/Nab63723570/status/1715253654398067119
Fri Oct 20 06:28:33 +0000 2023;1715253653588873555;"America sa india tak israel ko saport kr sakte han to ham apne falestine bhaiyo ko saport q nahni karen allah falestine k muslmano ki madat farmaye falestine k liya ak post lga k yakjate ka izhar kren apne palestine bhaiyon sa https://t.co/6neBLWm3QI";0;0;0;0;ht;1599149319151575042;1715253653588873555;fayazdahar95;https://twitter.com/fayazdahar95/status/1715253653588873555
Fri Oct 20 06:28:33 +0000 2023;1715253651910906297;"@HafizNo52153222 @TheMossadIL Hamas = Palestine = 💀";0;0;0;0;et;1250326220257951745;1715080601043169534;ArreLuiss;https://twitter.com/ArreLuiss/status/1715253651910906297
Fri Oct 20 06:28:32 +0000 2023;1715253649587556607;"@POTUS @UN Dress foetus in tux &amp  call it USA's 46th pres #McNamara points stick at #GulfOfTonkin &amp  #LBJ gets #Vietnam war #Powell does powerpoint on no WMDs  &amp  #Bush invades #Iraq #Biden #Netanyahu can't hide #Israel's genocide in #Palestine #USA loses everytime! https://t.co/CyJ77C5LfZ https://t.co/tw5Ny5GOFp";0;0;0;0;en;1589054047989813255;1714855375311127015;Citizen0India;https://twitter.com/Citizen0India/status/1715253649587556607
Fri Oct 20 06:28:32 +0000 2023;1715253648606048714;"Israel news is all propaganda.  Not a single piece of information being delivered by Israel is worth believing. Everything is a lie. Every word being told is a lie.  All news coverage is a lie.   Israelis want to spread as much propoganda as they can against #Palestine";0;0;0;0;en;929842538;1715253648606048714;Sii_amorrr;https://twitter.com/Sii_amorrr/status/1715253648606048714
Fri Oct 20 06:28:31 +0000 2023;1715253645933965552;"@POTUS It's crazy that you and the West don't see how ridiculous and wrong it is for you to stand on opposite ends, to yourselves, on the Russia-Ukraine and Israel-Palestine issues. It's crazy you refuse to see how both positions cannot be right at the same time.";0;0;0;0;en;101465562;1715204944339337651;VohraKunal;https://twitter.com/VohraKunal/status/1715253645933965552
Fri Oct 20 06:28:31 +0000 2023;1715253643954266249;"@CerfiaFR Darmanin n a toujours pas tweeté pour la Palestine BG.";0;0;0;0;fr;1401956983972978688;1715064681256120417;Bob84698214;https://twitter.com/Bob84698214/status/1715253643954266249
Fri Oct 20 06:28:29 +0000 2023;1715253637705044409;"@GoldingBF Oh! How about Palestine is lost to the fascist state of Israel who doesn’t care about UN and international laws?";0;0;0;0;en;974873107696513025;1715015375643984109;unnervedSoul;https://twitter.com/unnervedSoul/status/1715253637705044409
Fri Oct 20 06:28:29 +0000 2023;1715253635137855583;"Africans are the first to stand for Black Lives Matter, they stand for Israel, they stand for Palestine, they stand for everything foreign, while nobody stands for them, and it doesn’t matter. We are drowning in the pool of self hate and identity crisis. #IstandforAfrica";0;0;0;0;en;978794270999146496;1715253635137855583;femijubal;https://twitter.com/femijubal/status/1715253635137855583
Fri Oct 20 06:28:29 +0000 2023;1715253634932363708;"@anightout OMG???";0;0;0;0;und;1516908099575193601;1715166463751753873;emmychto;https://twitter.com/emmychto/status/1715253634932363708
Fri Oct 20 06:28:28 +0000 2023;1715253632810037659;"پویش ادبی سطرسطرفلسطین #خانه_کتاب_و_ادبیات_ایران  #سطرسطرفلسطین  Palestine Line by Line #palestine_line_by_line";0;0;0;0;und;1520599208495095814;1715253603399577706;m_g_davani;https://twitter.com/m_g_davani/status/1715253632810037659
Fri Oct 20 06:28:28 +0000 2023;1715253630620635390;"@mehdirhasan She’s spot on … Mehdi do you listen to yourself you are a racist and a blatant liar … Why hasn’t @MSNBC fired you ? You should move to Gaza or Palestine but you won’t because you feel safe here … You fool no one…";0;0;0;0;en;706993878998515712;1715198264763375851;KathySchultheis;https://twitter.com/KathySchultheis/status/1715253630620635390
Fri Oct 20 06:28:27 +0000 2023;1715253628657913907;"@Partisangirl We don't claim them as one of ours.  If they are from Palestine then they are Muslim.   I don't care what anyone says";0;0;0;0;en;1663456669052051456;1715239832153387408;kim_un45656;https://twitter.com/kim_un45656/status/1715253628657913907
Fri Oct 20 06:28:27 +0000 2023;1715253626581700724;"I stand for humanity  #FreePalestine #StopGazaGenocide";0;0;0;0;en;1583893264741986304;1715253626581700724;fifi_93x55;https://twitter.com/fifi_93x55/status/1715253626581700724
Fri Oct 20 06:28:26 +0000 2023;1715253624970822095;"@ThePatr42976848 @GaytonMcK I stand with Palestine and I'm standing with them here on South African soil.";0;0;0;0;en;1606579483779153922;1715213909429272865;GalazImpisi;https://twitter.com/GalazImpisi/status/1715253624970822095
Fri Oct 20 06:28:26 +0000 2023;1715253623762878824;"@EdyCohen ان شاء الله النصر للفلسطنيين Palestine 🇵🇸";0;0;0;0;ar;2801286280;1714920399278887355;dribrahimsalem1;https://twitter.com/dribrahimsalem1/status/1715253623762878824
Fri Oct 20 06:28:26 +0000 2023;1715253623159181819;"@WhiteHouse Send also phosphorus bomb that also used by israel. Pls cannot send atom bomb to kill all the Palestine at a time! So that your bro get all only Jews land! Pls solved it from root level. Tell we are going this conflict permanently.  Tell all Palestinians, Jews my friend.";0;0;0;0;en;1343620298197745664;1715192231827530095;Syadur_16;https://twitter.com/Syadur_16/status/1715253623159181819
Fri Oct 20 06:28:26 +0000 2023;1715253622936629471;"Mark it! ☝️ NaMo will be called upon to mediate between Israel &amp  Palestine. 💫🔥 ये न मजाक है न कटाक्ष I https://t.co/COTaJ7XUCo";0;0;0;0;en;936977642057752576;1715253622936629471;rajhansam;https://twitter.com/rajhansam/status/1715253622936629471
Fri Oct 20 06:28:25 +0000 2023;1715253621515071815;"Do not covetously eye the wealth of others. Unending greed for any envy of the wealth of others increases restlessness in the world.  One should keep an eye on one's own resources and derive benefit from them  #HolyQuran #ww3 #war #gaza #palestine #Israel #peace #genocide #islam";0;0;0;0;en;835590573264371712;1715253621515071815;madeeha_001;https://twitter.com/madeeha_001/status/1715253621515071815
Fri Oct 20 06:28:25 +0000 2023;1715253619904389344;"Namaj ki paheli raqat mai Insan k Dil kitna bi taqleef           Mai ho...  Aakhri raqat tak sukoon    Aa he jaata hai❤️  Ya Allah iss jumme ke sadqe Palestine ke bahenoo ka aur masoom bachho ki hifazat aata farma..🤲🥹  #JummahMubarak #Allah #jumma";0;0;1;1;hi;1612317120947261442;1715253619904389344;iamsrkian_p;https://twitter.com/iamsrkian_p/status/1715253619904389344
Fri Oct 20 06:28:24 +0000 2023;1715253617106583936;"@jacksonhinklle @palestine Marcon is ROthschilds Schildkrote";0;0;0;1;de;1704476911370407936;1715069437257105744;Leolongap;https://twitter.com/Leolongap/status/1715253617106583936
Fri Oct 20 06:28:24 +0000 2023;1715253614405701938;"@nanmanjoi8715 https://t.co/KnQt3LEwbq";0;0;0;0;qme;1026024703;1715001983743271096;arifjoe71;https://twitter.com/arifjoe71/status/1715253614405701938
Fri Oct 20 06:28:23 +0000 2023;1715253611964604809;"True just like malaysia they also have christians residing in palestine..dont they read the news the oldest orthodox christian church has been bomb by the zionist";0;0;0;0;en;31614181;1715253611964604809;mizzkamalia19;https://twitter.com/mizzkamalia19/status/1715253611964604809
Fri Oct 20 06:28:23 +0000 2023;1715253611943375123;"@lauhaim La honte de dire ça. Hamas et Wagner c est la même chose. Poutine n est pas Wagner. La Palestine n est pas le Hamas. Vieux sénile qui confond Ukraine et l Irak, la colombie et le Cambodge. Il raconte n importe quoi et veut sauver le monde ? Bientot il confondre Israël et Palestin";0;0;0;0;fr;1261758328524476417;1715162577859129795;AlexGi61148109;https://twitter.com/AlexGi61148109/status/1715253611943375123
Fri Oct 20 06:28:23 +0000 2023;1715253611486388516;"@Kyogi20952385 @waris_oloyede @fazila_urooj @DrLoupis They have a historical claim.   What was the name of the king, president, sultan etc of Palestine?   When it comes to land you own what you can hold. https://t.co/0MRBjdSYTI";0;0;0;0;en;1499316296240218112;1714920741328580852;niftygundog;https://twitter.com/niftygundog/status/1715253611486388516
Fri Oct 20 06:28:23 +0000 2023;1715253611108733428;"Biden to address nation after Israel trip, says 'I got it done' on aid to Gaza  https://t.co/mFNNO36Hfz  #Israel #Gaza #IsraelPalestinewar #hamas #Palestine #newsboxer #headlines #news #latest #trend #viral #world #war #hospital #aid #US #president #biden #trip #address #nation https://t.co/5rYBgTfuGl";0;0;0;0;en;1688843146216804352;1715253611108733428;NewsBoxerDotCom;https://twitter.com/NewsBoxerDotCom/status/1715253611108733428
Fri Oct 20 06:28:23 +0000 2023;1715253609732976848;"no it makes me into a fuckin psychopath";0;0;0;1;en;981087955996602368;1715253609732976848;flyboyeiji;https://twitter.com/flyboyeiji/status/1715253609732976848
Fri Oct 20 06:28:23 +0000 2023;1715253609531920451;"Kalau by duduk satu meja bincang utk setel, dah lama dah setelnya. Masalahnya sekarang si #IsraelTerorrist bebal &amp  bodoh tu nak ke duduk &amp setel? Tak! Dorang tahu akan kalah &amp  takleh dapat tanah tu unless dia bunuh rakyat Palestine bangang! @MichaelAng38";0;0;0;0;in;1455421724338503683;1715253609531920451;dalkomwoo;https://twitter.com/dalkomwoo/status/1715253609531920451
Fri Oct 20 06:28:22 +0000 2023;1715253608663384197;"@veceivan Spin da ova agresija Izraela odgovor na napad od 07.10., je kao da smo svi retardirani pa ne znamo da ugnjetavanje palestinaca traje skoro 100 godina. Uzeli su dio Palestine za vještačku državi i onda se agresivno proširili na skoro cijeli teritorij. Izrael je sve uzrok sukoba.";0;0;0;0;und;1566430240884260864;1714914436631146647;KenanBajric34;https://twitter.com/KenanBajric34/status/1715253608663384197
Fri Oct 20 06:28:22 +0000 2023;1715253608093237325;"@POTUS Billions to israel a million to palestine well well thats how you play on the both side of chess";0;0;0;0;en;1341810159820165126;1714659096735981617;Proofofgoblin;https://twitter.com/Proofofgoblin/status/1715253608093237325
Fri Oct 20 06:28:21 +0000 2023;1715253604259414028;"My instagram stories that are related to Palestine are not reaching to my followers such a low level move by the social media platforms";0;0;0;0;en;1290887967905656887;1715253604259414028;yussephahassan;https://twitter.com/yussephahassan/status/1715253604259414028
Fri Oct 20 06:28:21 +0000 2023;1715253603789619667;"The wave of demonstrations across America from Austin Texas to New York City in support of Palestine are a warning shot to the American establishment and some can see the writing on the wall…";0;0;0;0;en;890492598443540480;1715253603789619667;RedRosa91940184;https://twitter.com/RedRosa91940184/status/1715253603789619667
Fri Oct 20 06:28:21 +0000 2023;1715253601491144782;"@ABroNextDoor May Allah bless her 🤲🏽 and everyone in Palestine 🇵🇸";0;0;0;0;en;1692775839857860608;1715136584138252524;StrappedUpMo2;https://twitter.com/StrappedUpMo2/status/1715253601491144782
Fri Oct 20 06:28:20 +0000 2023;1715253598127292781;"@stratocaster749 @EasYQuality @DrLoupis almost 50% of Palestine is under 18 years";0;0;0;0;en;1447439916225503234;1714929849876255129;SoakedToastex;https://twitter.com/SoakedToastex/status/1715253598127292781
Fri Oct 20 06:28:20 +0000 2023;1715253598039552341;"This demonstration video comes from Greece🇬🇷.  Thousands of people are showing support in this video that Greece🇬🇷 stands with Palestine🇪🇭🇪🇭  🙏 #Water4Gaza  #GazaHospital #GazaAttack #Gaza #Gaza_Genocide #GazaCity #PalestineWillBeFree #PalestinianGenocide #غزة_تُباد #غزة_تستغيث https://t.co/8rwn0eFPCa";0;0;2;4;en;1680896603346071559;1715253598039552341;Santoshgaur1821;https://twitter.com/Santoshgaur1821/status/1715253598039552341
Fri Oct 20 06:28:20 +0000 2023;1715253597443649848;"@Israel Free Palestine🇵🇸🇵🇸🇵🇸";0;0;0;0;et;915236460273512448;1714903300087124369;_OneSeventyOne;https://twitter.com/_OneSeventyOne/status/1715253597443649848
Fri Oct 20 06:28:19 +0000 2023;1715253596134998282;"@innocentMwale98 @PempheroMphande Hamas hiding behind Palestine civilians started it, sent missiles on their holy day, kidnapped and raped Israelis civilians";0;0;0;0;en;1398572075166613505;1714494464847192296;clarion265;https://twitter.com/clarion265/status/1715253596134998282
Fri Oct 20 06:28:19 +0000 2023;1715253593949811072;"Boston City Council tables any action on Israel, Hamas and Palestine #NewsBreak https://t.co/2DkGh6IKBk";0;0;0;0;en;1567233607197917187;1715253593949811072;Anthony22812245;https://twitter.com/Anthony22812245/status/1715253593949811072
Fri Oct 20 06:28:18 +0000 2023;1715253591424827637;"@Okie_Bolshevik @existentialcoms First of all there is no genocide(be careful with these terms)second the Palestine region was part of Ottoman empire then Brits took it and made two deals simultaneously with jews and arabs(kinda messed up) When they left UN intervene and draw borders Jews accept it Arabs didn't";0;0;0;0;en;1479155343238340610;1715141272468701679;sads1401;https://twitter.com/sads1401/status/1715253591424827637
Fri Oct 20 06:28:18 +0000 2023;1715253588568453216;"@le_Parisien :🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 free free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸";0;0;0;0;et;1311832029902909440;1715253014586376582;ElHabib83860129;https://twitter.com/ElHabib83860129/status/1715253588568453216
Fri Oct 20 06:28:17 +0000 2023;1715253587687997558;"@IDF Idf should help getting the israelis out from palestine 🇵🇸";0;0;0;0;en;1664632935159406594;1715213798532087982;hourlyinspired;https://twitter.com/hourlyinspired/status/1715253587687997558
Fri Oct 20 06:28:17 +0000 2023;1715253586513350738;"@Alinak28156217 @Loumat173921 Arrête elle joue avec la religion  Hier elle est partie mettre son voile pr parler de la Palestine  stp deconné pas";0;0;0;0;fr;1664411687636680705;1715094021591220553;stoparnake_;https://twitter.com/stoparnake_/status/1715253586513350738
Fri Oct 20 06:28:16 +0000 2023;1715253581098496236;"@fotomarcos @georgegalloway Lemme kidnap your children than I would say they may feel better with me they get ther comfort do gourmet believe that this children who has 3 yrs are alright when they're away from ther home and ther parent's?? Free Palestine meeen 🇵🇸🇵🇸❤️❤️";0;0;0;0;en;1430207367111659528;1715001441893351471;YounesBoussaidi;https://twitter.com/YounesBoussaidi/status/1715253581098496236
Fri Oct 20 06:28:15 +0000 2023;1715253577080517095;"@antonioguterres @UN Thank you for your sympathy for the people of Palestine. Israel is commiting  a war crime which is resulting in the loss of innocent kids, women and rescue workers. Please, stop the genocide of Palestinians.";0;0;0;0;en;1536217070404509696;1715091354634641537;muhammad5909029;https://twitter.com/muhammad5909029/status/1715253577080517095
Fri Oct 20 06:28:14 +0000 2023;1715253574295232528;"@NoMoreNATO Palestine is not free ? 🤔🤔";0;0;0;0;en;1572266791279202305;1715252233741246915;burcophobe;https://twitter.com/burcophobe/status/1715253574295232528
Fri Oct 20 06:28:13 +0000 2023;1715253570193273295;"Idk i feel like my whole life ive been told by americans that there can never be “peace” in the “middle east,” and that israel and palestine will forever be butting heads  Who determined this?  Piers morgan said he doesn’t think peace is possible anymore “with hamas…”";0;1;0;0;en;794960240093630468;1715253570193273295;mattstrahlman;https://twitter.com/mattstrahlman/status/1715253570193273295
Fri Oct 20 06:28:13 +0000 2023;1715253568499040567;"I believe Israel’s  heavy handed response will yield more enemies, this will include a spectrum between political activists, political opposition forces, to freedom fighters, to terrorists. This will ultimately make the region more unstable #gaza #israel #palestine #IsraelAttack";0;0;0;0;en;293751995;1715253568499040567;Lemar4292;https://twitter.com/Lemar4292/status/1715253568499040567
